city,Operateur,2G,3G,4G
Saint-Jean-de-Monts,20801,1,1,0
Montoir-de-Bretagne,20801,1,1,1
Saint-Dolay,20801,1,1,0
Plumaugat,20820,1,1,1
Plumaugat,20810,1,1,1
Notre-Dame-de-Monts,20801,1,1,0
Montoir-de-Bretagne,20820,1,1,1
Montoir-de-Bretagne,20810,1,1,1
Plévenon,20801,1,1,0
Saint-Brevin-les-Pins,20801,1,1,1
Saint-Malo-de-Guersac,20801,0,1,1
Broons,20820,1,1,1
Broons,20815,0,1,1
Saint-Michel-Chef-Chef,20815,0,1,1
Saint-Malo-de-Guersac,20810,1,1,1
Saint-Malo-de-Guersac,20820,1,1,1
Saint-Brevin-les-Pins,20820,1,1,1
Saint-Brevin-les-Pins,20810,1,1,1
Saint-Brevin-les-Pins,20801,0,1,1
Missillac,20801,1,1,0
Missillac,20810,1,1,0
Missillac,20820,1,1,1
Broons,20801,1,1,1
Saint-Michel-Chef-Chef,20820,1,1,1
Saint-Michel-Chef-Chef,20810,1,1,1
Saint-Michel-Chef-Chef,20801,1,1,1
Montoir-de-Bretagne,20801,1,1,0
Monteneuf,20801,1,1,0
Crossac,20801,0,1,1
Crossac,20810,1,1,0
Crossac,20820,1,1,0
Matignon,20815,0,1,0
Matignon,20801,1,1,0
Pornic,20810,1,1,1
Pornic,20801,1,1,1
Pornic,20820,1,1,1
Pluduno,20820,1,1,0
La Barre-de-Monts,20801,1,1,0
La Barre-de-Monts,20820,1,1,0
La Barre-de-Monts,20810,1,1,0
La Barre-de-Monts,20815,0,1,1
Saint-Père-en-Retz,20801,1,1,0
Plélan-le-Petit,20810,1,1,1
Plélan-le-Petit,20820,1,1,1
Porcaro,20820,1,1,1
Porcaro,20801,1,1,1
Porcaro,20810,1,1,1
Hendaye,20801,1,1,1
Hendaye,20810,1,1,1
Hendaye,20815,0,1,1
Saint-Cast-le-Guildo,20801,1,1,1
Allaire,20815,0,1,1
Allaire,20820,1,1,1
Allaire,20810,1,1,1
Montoir-de-Bretagne,20820,1,1,0
Saint-Cast-le-Guildo,20810,1,1,1
Saint-Cast-le-Guildo,20801,1,1,0
Broons,20810,1,1,0
Saint-Cast-le-Guildo,20820,1,1,1
Pornic,20815,0,1,1
Saint-Jean-de-Monts,20801,1,1,1
Montoir-de-Bretagne,20815,0,1,1
Montoir-de-Bretagne,20810,1,1,0
Montoir-de-Bretagne,20820,1,0,0
Hendaye,20820,1,1,1
Saint-Dolay,20820,1,1,1
Saint-Dolay,20810,1,1,1
Plélan-le-Petit,20801,1,1,0
Pornic,20801,1,0,0
Allaire,20801,1,1,1
Pornic,20801,0,1,1
Corsept,20801,1,1,1
Pontchâteau,20810,1,1,1
Plancoët,20801,1,1,1
Plancoët,20820,1,1,1
Plancoët,20810,1,1,1
Plancoët,20815,0,1,1
Saint-Jean-de-Monts,20820,1,1,1
Saint-Méen-le-Grand,20820,1,1,1
Saint-Méen-le-Grand,20810,1,1,1
Urrugne,20801,1,1,1
Urrugne,20810,1,1,1
Urrugne,20815,0,1,1
Urrugne,20820,1,1,1
Saint-Jean-de-Monts,20810,1,1,1
Saint-Jean-de-Monts,20815,0,1,1
Saint-Méen-le-Grand,20801,1,1,1
Beignon,20801,1,1,0
Pornic,20810,1,1,0
Biriatou,20810,1,1,1
Saint-Méen-le-Grand,20815,0,1,1
Biriatou,20801,1,1,0
Biriatou,20815,0,1,1
Saint-Méen-le-Grand,20820,1,1,0
Donges,20801,1,1,1
Donges,20820,1,1,0
La Gacilly,20801,1,1,1
La Gacilly,20810,1,1,1
La Gacilly,20820,1,1,1
Saint-Malo-de-Beignon,20801,1,1,1
Saint-Malo-de-Beignon,20820,1,1,1
Rieux,20810,1,1,0
Caulnes,20801,1,1,0
Rieux,20801,1,1,0
Carentoir,20801,1,1,0
Carentoir,20820,1,1,1
Carentoir,20815,0,1,1
Carentoir,20810,1,1,1
Pontchâteau,20820,1,1,1
Besné,20810,1,1,1
Besné,20815,0,1,1
Besné,20801,1,1,1
Saint-Hilaire-de-Riez,20801,1,1,1
Pontchâteau,20801,1,1,1
Beauvoir-sur-Mer,20820,1,1,1
Beauvoir-sur-Mer,20810,1,1,1
Beauvoir-sur-Mer,20815,0,1,1
Donges,20801,1,1,0
Saint-Jouan-de-l'Isle,20820,1,0,0
Donges,20820,1,1,1
Donges,20815,0,1,1
Donges,20810,1,1,0
Saint-Jean-de-Monts,20810,1,1,0
Le Crouais,20801,1,1,0
Pontchâteau,20801,1,1,0
Pontchâteau,20810,1,1,0
Caulnes,20801,1,1,1
La Bernerie-en-Retz,20801,1,1,1
Guer,20810,1,1,1
Guer,20820,1,1,1
Guer,20801,1,1,1
Beaussais-sur-Mer,20801,1,1,0
La Landec,20810,1,1,1
La Landec,20801,1,1,0
La Landec,20820,1,1,1
La Landec,20815,0,1,1
Saint-Jacut-de-la-Mer,20820,1,1,1
Saint-Jacut-de-la-Mer,20810,1,1,1
Saint-Jacut-de-la-Mer,20801,1,1,0
Saint-Hilaire-de-Riez,20810,1,1,1
Saint-Hilaire-de-Riez,20815,0,1,1
Saint-Hilaire-de-Riez,20820,1,1,0
Beauvoir-sur-Mer,20801,1,1,1
Corseul,20820,1,1,1
Corseul,20810,1,1,1
Redon,20820,1,1,1
Redon,20815,0,1,1
Saint-Père-en-Retz,20801,1,1,1
Saint-Père-en-Retz,20810,1,1,0
Redon,20810,1,1,0
Redon,20801,1,1,1
La Bernerie-en-Retz,20801,1,1,0
Redon,20820,1,0,0
Guer,20815,0,1,1
Caulnes,20820,1,1,1
Caulnes,20815,0,1,1
Caulnes,20810,1,1,1
Saint-Père-en-Retz,20820,1,1,1
Saint-Père-en-Retz,20815,0,1,1
Saint-Père-en-Retz,20810,0,0,1
Quédillac,20810,1,1,0
Saint-Nicolas-de-Redon,20820,1,1,0
Plélan-le-Grand,20810,1,1,0
Plélan-le-Grand,20815,0,1,0
Sixt-sur-Aff,20810,1,1,0
Redon,20801,0,1,0
La Bernerie-en-Retz,20820,1,1,1
La Bernerie-en-Retz,20810,1,1,1
La Bernerie-en-Retz,20820,1,1,0
Paimbœuf,20801,1,1,0
Paimbœuf,20820,1,1,1
Paimbœuf,20810,1,1,0
Redon,20801,1,1,0
Redon,20801,1,0,0
Redon,20815,0,1,0
Saint-Gervais,20810,1,1,1
Saint-Gervais,20820,1,1,1
Les Moutiers-en-Retz,20801,1,1,1
Sixt-sur-Aff,20801,1,1,0
Sixt-sur-Aff,20820,1,1,0
Sixt-sur-Aff,20815,0,1,1
Bouin,20801,1,1,0
Saint-Gildas-des-Bois,20820,1,1,0
Ciboure,20801,1,1,1
Ciboure,20820,1,1,1
Chauvé,20815,0,1,1
Saint-Père-en-Retz,20820,1,1,0
Fégréac,20801,1,1,0
Ciboure,20810,0,1,1
Bains-sur-Oust,20801,1,1,0
Bains-sur-Oust,20810,1,1,0
Plélan-le-Grand,20801,1,1,1
Saint-Nicolas-de-Redon,20810,1,1,0
Saint-Nicolas-de-Redon,20801,1,1,0
Saint-Nicolas-de-Redon,20820,1,1,1
Bouin,20820,1,1,1
Bouin,20815,0,1,0
Bouin,20810,1,1,1
Sainte-Marie,20810,0,1,0
Brusvily,20810,1,1,1
Saint-Hilaire-de-Riez,20820,1,1,1
Brusvily,20820,1,1,1
Ciboure,20810,1,1,1
Saint-Maugan,20820,1,1,0
Saint-Maugan,20815,0,1,0
Saint-Maugan,20810,1,1,0
Saint-Maugan,20801,1,1,0
Saint-Viaud,20810,1,1,0
Fégréac,20820,1,1,1
Fégréac,20810,1,1,1
Fégréac,20815,0,1,1
Prinquiau,20820,1,1,0
Prinquiau,20815,0,1,1
Plélan-le-Grand,20820,1,1,1
Plélan-le-Grand,20815,0,1,1
Saint-Gildas-des-Bois,20815,0,1,1
Saint-Gildas-des-Bois,20801,1,1,0
Saint-Briac-sur-Mer,20801,1,1,1
Prinquiau,20801,1,1,1
Saint-Jean-de-Luz,20820,1,1,1
Saint-Jean-de-Luz,20810,1,1,1
Saint-Gilles-Croix-de-Vie,20801,1,1,1
Saint-Gilles-Croix-de-Vie,20815,0,1,0
Ciboure,20801,1,1,0
Ciboure,20820,0,1,0
Saint-Jean-de-Luz,20801,1,1,1
Saint-Jean-de-Luz,20810,0,1,0
Chauvé,20820,1,1,1
Chauvé,20810,0,0,1
Saint-Gildas-des-Bois,20810,1,1,0
Sainte-Anne-sur-Brivet,20810,1,1,1
Sainte-Anne-sur-Brivet,20801,1,1,1
Saint-Hilaire-de-Riez,20801,1,1,0
Sainte-Anne-sur-Brivet,20815,0,1,0
Montauban-de-Bretagne,20810,1,1,1
Pornic,20815,0,1,0
Saint-Jean-de-Luz,20815,0,1,1
Montauban-de-Bretagne,20820,1,1,1
Saint-Jean-de-Luz,20801,0,1,1
Villeneuve-en-Retz,20815,0,1,0
Villeneuve-en-Retz,20810,1,1,0
Saint-Gilles-Croix-de-Vie,20810,1,1,1
Le Fenouiller,20820,1,1,1
Brusvily,20810,1,1,0
Brusvily,20801,1,1,0
Brusvily,20815,0,1,1
Campbon,20801,1,1,1
Saint-Lunaire,20820,1,1,0
Saint-Lunaire,20810,1,1,0
Médréac,20820,1,1,0
Médréac,20810,1,1,0
Médréac,20815,0,1,0
Médréac,20801,1,1,0
Ascain,20801,1,1,1
Ascain,20815,0,1,0
Trélivan,20820,1,1,0
Sallertaine,20810,1,1,1
Chaumes-en-Retz,20801,1,1,1
Sallertaine,20820,1,1,1
Quévert,20801,1,1,0
Quévert,20820,1,1,1
Quévert,20810,1,1,1
Villeneuve-en-Retz,20801,1,1,0
Villeneuve-en-Retz,20820,1,1,0
Saint-Gilles-Croix-de-Vie,20820,1,0,0
Saint-Gilles-Croix-de-Vie,20820,0,1,0
Quévert,20810,1,1,0
Avessac,20820,1,1,1
Avessac,20815,0,1,1
Avessac,20801,1,1,0
Avessac,20810,1,1,1
Saint-Gilles-Croix-de-Vie,20801,1,1,0
Iffendic,20815,0,1,1
Iffendic,20820,1,1,0
La Chapelle-Launay,20801,1,1,0
Saint-Jean-de-Luz,20801,0,0,0
Campbon,20820,1,1,1
Campbon,20810,1,1,1
Saint-Gilles-Croix-de-Vie,20815,0,1,1
Montauban-de-Bretagne,20801,1,1,1
Dinan,20815,0,1,1
Ascain,20820,1,1,1
Dinan,20820,1,1,1
Dinan,20810,1,1,0
Dinan,20801,1,1,1
Maxent,20810,1,1,0
Saint-Gilles-Croix-de-Vie,20820,1,1,1
Campbon,20810,0,0,1
Iffendic,20801,1,1,0
Chaumes-en-Retz,20820,1,1,1
Iffendic,20810,1,1,0
Quévert,20801,1,1,1
Le Fenouiller,20810,1,1,1
Quévert,20815,0,1,1
Le Fenouiller,20801,1,1,0
Dinard,20801,1,1,1
Frossay,20801,1,1,0
La Chapelle-Launay,20810,1,1,1
Chaumes-en-Retz,20801,1,1,0
Bretignolles-sur-Mer,20801,1,1,0
Val d'Anast,20801,1,1,1
Saint-Jean-de-Luz,20801,1,1,0
Treffendel,20810,1,1,0
Dinard,20820,1,0,0
Bretignolles-sur-Mer,20801,1,1,1
Soullans,20810,1,1,1
Soullans,20801,1,1,1
Soullans,20820,1,1,1
Guenrouet,20801,1,1,1
Guéthary,20810,0,1,1
Savenay,20820,1,1,1
Savenay,20801,1,1,1
Sallertaine,20801,0,1,1
Frossay,20810,0,0,1
Frossay,20820,1,1,1
Guéthary,20820,1,1,1
Dinard,20820,1,1,1
Dinard,20815,0,1,1
Dinard,20810,1,1,1
Pleurtuit,20820,1,1,1
Pleurtuit,20810,1,1,1
Pleurtuit,20815,0,1,1
Bidart,20801,1,1,1
Dinan,20810,1,1,1
Dinard,20810,1,1,0
Pleurtuit,20801,1,1,1
Challans,20810,0,1,0
Mernel,20815,0,1,1
Campbon,20815,0,1,1
Mernel,20810,1,1,0
Campbon,20820,1,1,0
Mernel,20820,1,1,1
Frossay,20810,1,1,1
Soullans,20815,0,1,1
Bidart,20810,1,1,1
Savenay,20810,1,0,0
Bidart,20815,0,1,1
Lanvallay,20801,1,1,0
Pleslin-Trigavou,20801,1,1,1
Challans,20815,0,1,0
L'Aiguillon-sur-Vie,20810,1,1,0
Bois-de-Céné,20820,1,1,1
Bois-de-Céné,20810,1,1,1
Bois-de-Céné,20815,0,1,1
La Richardais,20801,1,1,0
Villeneuve-en-Retz,20820,1,1,1
Bidart,20820,1,0,0
Challans,20801,1,1,1
La Richardais,20820,1,1,1
Lanvallay,20801,1,1,1
Renac,20810,1,1,0
Renac,20801,1,1,0
Challans,20820,1,1,1
Challans,20810,1,1,1
Challans,20815,0,1,1
Savenay,20801,1,1,0
Savenay,20810,1,1,1
Savenay,20815,0,1,1
Chaumes-en-Retz,20810,0,1,1
Chaumes-en-Retz,20815,0,1,1
Bretignolles-sur-Mer,20820,1,1,0
Bretignolles-sur-Mer,20810,1,1,0
Bretignolles-sur-Mer,20801,1,0,0
Bretignolles-sur-Mer,20815,0,1,0
Vue,20801,1,1,0
Plouër-sur-Rance,20820,1,1,1
Sare,20801,1,1,1
Plouër-sur-Rance,20810,1,1,1
Sare,20820,1,1,1
Sare,20810,1,1,1
Sare,20815,0,1,1
Commequiers,20810,1,1,0
Treffendel,20801,1,1,0
Monterfil,20810,1,1,0
Ahetze,20801,1,1,1
Ahetze,20820,1,1,1
Ahetze,20815,0,1,0
Saint-Malo,20820,1,1,0
Saint-Malo,20801,1,1,0
Saint-Malo,20801,1,1,1
Saint-Malo,20810,1,1,0
Biarritz,20820,1,1,1
Biarritz,20801,1,1,1
Challans,20801,0,1,0
Commequiers,20801,1,1,0
Bédée,20801,1,1,0
Biarritz,20801,0,0,0
Biarritz,20810,1,1,1
Biarritz,20801,0,1,0
Saint-Malo,20820,1,1,1
Saint-Malo,20810,1,1,1
Saint-Pée-sur-Nivelle,20815,0,1,1
Montfort-sur-Meu,20801,1,1,1
Villeneuve-en-Retz,20815,0,1,1
Saint-Pée-sur-Nivelle,20820,1,1,1
Saint-Pée-sur-Nivelle,20810,1,1,1
Biarritz,20815,0,1,1
Rouans,20810,1,1,0
Pipriac,20801,1,1,1
Brem-sur-Mer,20810,1,1,1
Brem-sur-Mer,20820,1,1,1
Bidart,20820,1,1,0
Bidart,20810,1,1,0
Pipriac,20801,0,0,0
Montfort-sur-Meu,20810,1,1,0
Brem-sur-Mer,20801,1,1,1
Saint-Malo,20815,0,1,0
Montfort-sur-Meu,20820,1,0,1
Les Sables-d'Olonne,20820,1,1,1
Les Sables-d'Olonne,20815,0,1,1
Les Sables-d'Olonne,20801,1,1,1
Les Sables-d'Olonne,20810,1,1,1
La Garnache,20810,1,1,1
La Garnache,20820,1,1,1
Rouans,20820,1,1,0
Rouans,20801,0,1,1
Pipriac,20810,1,1,0
Biarritz,20801,0,1,1
Saint-Thurial,20815,0,1,0
Saint-Malo,20815,0,1,1
Arbonne,20810,1,1,1
Saint-Thurial,20810,1,1,0
Pipriac,20820,1,1,1
Pipriac,20815,0,1,1
Commequiers,20820,1,1,0
Commequiers,20815,0,1,1
Baulon,20801,0,1,1
Saint-Malo,20801,0,0,0
La Chapelle-Bouëxic,20810,1,1,0
Saint-Pern,20820,1,1,0
Saint-Pern,20810,1,1,0
Saint-Pern,20815,0,1,1
Talensac,20820,1,1,0
Cordemais,20801,1,1,1
Talensac,20810,1,0,0
Saint-Malo,20801,0,1,1
Saint-Pée-sur-Nivelle,20801,1,1,1
Saint-Pée-sur-Nivelle,20810,1,0,0
Saint-Révérend,20801,1,1,0
Baulon,20810,1,1,0
Anglet,20810,1,1,1
La Garnache,20801,1,1,1
La Garnache,20815,0,1,1
Biarritz,20810,1,1,0
Anglet,20820,1,1,1
Anglet,20815,0,1,1
Saint-Hélen,20801,1,1,0
Anglet,20801,0,1,1
Saint-Malo,20810,0,0,1
Irodouër,20815,0,1,1
Irodouër,20810,1,1,0
Guémené-Penfao,20820,1,1,1
Guémené-Penfao,20815,0,1,1
Guémené-Penfao,20810,1,1,1
Biarritz,20801,1,1,0
Bédée,20815,0,1,1
Bédée,20801,1,1,1
Rouans,20820,1,1,1
Saint-Thurial,20820,1,1,1
Bédée,20820,1,1,0
Saint-Malo,20801,0,1,0
Machecoul-Saint-Même,20820,1,1,0
Arcangues,20801,1,1,1
Machecoul-Saint-Même,20801,0,1,0
Machecoul-Saint-Même,20810,1,1,0
Machecoul-Saint-Même,20815,0,1,1
Malville,20820,1,1,1
Malville,20815,0,1,1
Malville,20801,1,1,1
Malville,20810,1,1,1
Anglet,20801,1,1,1
Anglet,20801,0,0,0
Plessé,20820,1,1,1
Plessé,20801,1,1,1
Plessé,20810,1,1,1
Les Sables-d'Olonne,20801,1,1,0
Arcangues,20810,1,1,1
Arcangues,20820,1,1,1
Arcangues,20815,0,1,1
Machecoul-Saint-Même,20801,1,1,1
Bédée,20810,1,1,0
Landevieille,20820,1,1,1
Landevieille,20810,1,1,1
Longaulnay,20801,1,1,1
Évran,20810,1,1,1
Évran,20801,1,1,0
Anglet,20810,0,1,1
Évran,20820,1,1,1
Pleudihen-sur-Rance,20801,1,1,1
Lohéac,20801,0,0,0
Saint-Jouan-des-Guérets,20820,1,1,1
Saint-Jouan-des-Guérets,20810,1,1,1
Saint-Jouan-des-Guérets,20815,0,1,1
Bouvron,20820,1,1,0
Bouvron,20801,1,1,0
Sainte-Pazanne,20801,1,1,0
Sainte-Pazanne,20815,0,1,1
Saint-Père-Marc-en-Poulet,20801,1,1,1
Anglet,20820,1,1,0
Ainhoa,20801,1,1,1
Sainte-Pazanne,20820,1,1,1
Bouvron,20820,1,1,1
Bouvron,20810,1,1,0
Saint-Père-Marc-en-Poulet,20815,0,1,0
Tarnos,20801,1,1,0
Langon,20820,1,0,0
Ustaritz,20801,1,1,1
Ustaritz,20820,1,1,0
Ustaritz,20810,1,1,0
Mesnil-Roc'h,20801,1,1,1
Anglet,20820,0,0,1
Châteauneuf-d'Ille-et-Vilaine,20820,1,1,1
Mesnil-Roc'h,20810,1,1,1
Mesnil-Roc'h,20820,1,1,1
Bayonne,20810,1,1,1
Bayonne,20801,1,1,1
Bayonne,20820,1,1,1
Romillé,20801,1,1,0
Châteauneuf-d'Ille-et-Vilaine,20810,1,1,1
Breteil,20810,0,1,0
Breteil,20815,0,1,1
Breteil,20820,1,1,1
Pleudihen-sur-Rance,20820,1,1,1
Pleudihen-sur-Rance,20810,1,1,1
Pleumeleuc,20801,1,1,0
Machecoul-Saint-Même,20801,1,1,0
Boucau,20815,0,1,1
Pierric,20820,1,1,1
Boucau,20810,1,1,1
Boucau,20820,1,1,1
Souraïde,20820,1,1,0
Guipry-Messac,20815,0,1,1
Guipry-Messac,20801,1,1,1
Souraïde,20801,1,0,0
Guipry-Messac,20820,1,1,0
Tarnos,20801,1,1,1
Romillé,20820,1,1,0
Bayonne,20820,1,0,0
Cintré,20801,1,1,1
Langon,20810,1,1,0
Bassussarry,20801,1,1,1
Bassussarry,20815,0,1,1
Bassussarry,20810,0,1,1
Les Sables-d'Olonne,20810,1,1,0
Guignen,20801,0,1,0
Guignen,20810,1,1,0
Saint-Gilles,20801,1,1,0
Saint-Christophe-du-Ligneron,20801,1,1,0
Saint-Christophe-du-Ligneron,20820,1,1,1
Saint-Christophe-du-Ligneron,20810,1,1,0
Guémené-Penfao,20815,0,1,0
Guémené-Penfao,20801,1,1,1
Miniac-Morvan,20801,1,1,1
Boucau,20801,1,1,1
Miniac-Morvan,20820,1,1,1
Miniac-Morvan,20810,1,1,1
Miniac-Morvan,20815,0,1,1
Bréal-sous-Montfort,20820,1,1,0
Bayonne,20815,0,1,1
Bréal-sous-Montfort,20815,0,1,1
Bréal-sous-Montfort,20801,1,1,1
Bréal-sous-Montfort,20810,1,1,0
Cintré,20820,1,1,0
Cintré,20815,0,1,1
Cintré,20810,1,1,0
Bayonne,20801,0,1,1
Port-Saint-Père,20810,1,1,0
Pleugueneuc,20820,1,1,1
Pleugueneuc,20810,1,1,1
Guipry-Messac,20810,1,1,0
Coëx,20801,1,1,1
Coëx,20810,1,1,1
Coëx,20820,1,1,1
Coëx,20815,0,1,1
Espelette,20801,1,1,1
Espelette,20810,1,1,0
Goven,20810,1,1,0
Guipry-Messac,20801,1,1,0
Saint-Mathurin,20801,1,1,0
Bayonne,20801,0,1,0
Apremont,20810,1,1,1
Apremont,20820,1,1,1
Saint-Étienne-de-Montluc,20801,1,1,1
Saint-Étienne-de-Montluc,20810,0,1,0
Saint-Étienne-de-Montluc,20820,1,1,1
Tarnos,20815,0,1,0
Tarnos,20810,1,1,1
Tarnos,20820,1,1,0
Ustaritz,20810,1,1,1
Blain,20801,1,1,0
Blain,20820,1,1,1
Blain,20810,1,1,1
Blain,20815,0,1,1
Saint-Méloir-des-Ondes,20820,1,1,1
Saint-Méloir-des-Ondes,20810,1,1,0
Ustaritz,20820,1,0,1
Saint-Julien-des-Landes,20820,1,1,1
Saint-Julien-des-Landes,20810,1,1,1
Saint-Étienne-de-Montluc,20810,1,1,0
Fay-de-Bretagne,20801,1,1,0
Saint-Mathurin,20815,0,1,1
Saint-Mathurin,20820,1,1,1
Saint-Coulomb,20820,1,1,1
Bayonne,20801,1,1,0
Saint-Coulomb,20810,1,1,1
Saint-Coulomb,20815,0,1,1
Saint-Christophe-du-Ligneron,20815,0,1,1
Tarnos,20810,1,1,0
Le Temple-de-Bretagne,20801,1,1,1
La Marne,20801,1,1,0
La Gouesnière,20820,1,0,0
Fay-de-Bretagne,20810,1,1,1
Fay-de-Bretagne,20820,1,1,1
Fay-de-Bretagne,20815,0,1,1
Miniac-Morvan,20810,1,1,0
Port-Saint-Père,20801,1,1,1
Mordelles,20810,1,1,0
Saint-Domineuc,20801,1,1,0
Saint-Domineuc,20810,1,1,1
Saint-Domineuc,20820,1,1,1
Saint-Domineuc,20815,0,1,1
Port-Saint-Père,20815,0,1,1
Goven,20815,0,1,1
Goven,20801,1,1,0
Vairé,20820,1,1,1
Vairé,20810,1,1,1
Falleron,20810,1,1,1
Falleron,20820,1,1,1
Falleron,20815,0,1,1
Vairé,20815,0,1,1
Falleron,20801,1,1,1
Le Pellerin,20810,1,1,0
Le Pellerin,20801,1,1,1
Le Pellerin,20815,0,1,1
Saint-Pierre-d'Irube,20801,1,1,0
Saint-Pierre-d'Irube,20810,1,1,1
Urepel,20801,1,1,0
Urepel,20820,1,1,0
Urepel,20810,1,1,0
Urepel,20815,0,1,0
Saint-Étienne-de-Mer-Morte,20801,1,1,0
Saint-Étienne-de-Mer-Morte,20820,1,0,0
Saint-Étienne-de-Mer-Morte,20810,1,1,0
Saint-Étienne-de-Mer-Morte,20815,0,1,0
Saint-Julien-des-Landes,20801,1,1,0
Mordelles,20801,1,1,1
Labenne,20801,1,1,1
Labenne,20810,1,1,1
Labenne,20820,1,1,1
Labenne,20815,0,1,0
Port-Saint-Père,20820,1,1,1
Saint-Pierre-d'Irube,20810,0,0,1
Saint-Gilles,20810,1,1,1
Saint-Gilles,20815,0,1,1
Saint-Gilles,20820,1,1,0
Itxassou,20820,1,1,1
Itxassou,20815,0,1,1
Itxassou,20810,1,1,1
Le Pellerin,20820,1,1,1
Mordelles,20815,0,1,1
Mordelles,20820,1,1,1
Talmont-Saint-Hilaire,20810,1,1,0
Talmont-Saint-Hilaire,20801,1,1,0
Ondres,20801,0,0,0
Ondres,20815,0,1,0
Ondres,20801,1,1,0
Ondres,20820,1,1,1
Ondres,20810,1,1,1
Saint-Lumine-de-Coutais,20820,1,1,0
Saint-Lumine-de-Coutais,20810,1,1,1
Talmont-Saint-Hilaire,20801,1,1,1
Talmont-Saint-Hilaire,20815,0,1,0
Blain,20801,1,1,1
Capbreton,20801,1,1,0
Mouguerre,20810,1,1,0
Talmont-Saint-Hilaire,20820,1,0,0
Vigneux-de-Bretagne,20815,0,1,1
Mouguerre,20801,1,1,0
Capbreton,20820,1,1,1
Capbreton,20810,1,1,1
Capbreton,20801,1,1,1
Capbreton,20801,0,1,0
Capbreton,20815,0,1,1
Ondres,20801,1,1,1
Saint-Brieuc-des-Iffs,20810,1,1,0
Soorts-Hossegor,20801,1,1,1
Soorts-Hossegor,20801,0,1,0
Soorts-Hossegor,20820,1,1,1
Soorts-Hossegor,20810,1,1,1
Ondres,20815,0,1,1
L'Hermitage,20810,1,1,0
L'Hermitage,20801,1,1,0
Saint-Pierre-d'Irube,20820,1,1,1
Labenne,20815,0,1,1
Cambo-les-Bains,20820,1,1,1
Cambo-les-Bains,20810,1,1,1
Maché,20820,1,1,1
Maché,20810,1,1,1
Cancale,20801,0,1,1
Vigneux-de-Bretagne,20801,1,1,1
Guichen,20810,1,1,1
Guichen,20820,1,1,1
Guichen,20801,1,1,1
Mouguerre,20820,1,1,1
Saint-Martin-de-Seignanx,20801,1,1,1
Brains,20810,1,1,1
L'Hermitage,20820,1,1,1
Couëron,20810,1,1,1
Couëron,20815,0,1,1
Couëron,20820,1,1,1
Couëron,20801,1,1,1
Saint-Jean-de-Boiseau,20820,1,1,1
Saint-Jean-de-Boiseau,20810,1,1,1
Meillac,20820,1,1,1
Meillac,20810,1,1,1
Saint-Jean-de-Boiseau,20801,1,1,0
Capbreton,20801,0,1,1
Vigneux-de-Bretagne,20810,1,1,1
Saint-Senoux,20801,1,1,0
Vigneux-de-Bretagne,20820,1,1,1
Vigneux-de-Bretagne,20801,1,1,0
Saint-Senoux,20810,1,1,0
Le Gâvre,20801,0,1,1
Cancale,20820,1,1,1
Cancale,20810,1,1,1
Cancale,20801,1,1,1
Goven,20810,1,1,1
La Fresnais,20810,1,1,0
La Fresnais,20801,1,1,0
Seignosse,20820,1,1,1
Seignosse,20810,1,1,1
Pacé,20801,1,1,1
Pacé,20810,1,1,1
Seignosse,20801,1,1,1
Seignosse,20801,0,0,0
Seignosse,20801,0,1,0
Seignosse,20815,0,1,1
Le Tronchet,20801,1,1,1
Le Tronchet,20820,1,1,0
Saint-Symphorien,20801,1,1,1
Pléchâtel,20801,0,0,0
Saint-Symphorien,20810,1,1,0
Saint-Symphorien,20820,1,1,0
Seignosse,20801,1,1,0
Maché,20801,1,1,0
Les Achards,20810,1,1,1
Saint-Jean-de-Boiseau,20801,1,1,1
Les Achards,20820,1,1,1
Les Achards,20801,1,1,1
Cambo-les-Bains,20801,0,1,1
Pléchâtel,20810,1,1,0
La Fresnais,20820,1,1,0
Cancale,20801,1,1,0
Gévezé,20801,1,1,0
Talmont-Saint-Hilaire,20820,1,1,0
Saint-Jean-de-Boiseau,20810,1,1,0
Le Rheu,20801,1,1,1
Soorts-Hossegor,20801,1,0,0
Gévezé,20815,0,1,0
Gévezé,20810,1,1,0
Saint-Léger-les-Vignes,20801,1,1,1
Plerguer,20810,1,0,0
Chavagne,20810,1,1,1
Chavagne,20815,0,1,1
Chavagne,20801,1,1,0
Vigneux-de-Bretagne,20810,0,1,0
Gévezé,20820,1,1,1
Roz-Landrieux,20820,1,1,1
Roz-Landrieux,20810,1,1,1
Le Rheu,20820,1,0,0
Bouaye,20820,1,1,1
Bouaye,20815,0,1,1
Grand-Fougeray,20801,1,1,1
Pacé,20801,0,1,1
Notre-Dame-des-Landes,20801,1,1,0
Notre-Dame-des-Landes,20820,1,1,1
Notre-Dame-des-Landes,20810,1,1,1
Cambo-les-Bains,20801,1,1,0
Cambo-les-Bains,20815,0,1,1
Plerguer,20810,1,1,1
Plerguer,20820,1,1,1
Bruz,20801,0,1,1
Pléchâtel,20820,1,1,0
Pléchâtel,20815,0,1,1
Vieux-Boucau-les-Bains,20801,1,1,1
Saint-Martin-de-Seignanx,20801,1,1,0
Pacé,20820,1,1,1
Pacé,20801,0,1,0
Vieux-Boucau-les-Bains,20820,1,1,0
La Montagne,20820,1,1,1
La Montagne,20801,1,1,1
La Montagne,20810,1,1,1
Saint-Philbert-de-Grand-Lieu,20820,1,1,1
